,user id,tweets content,created on,clean_tweet,sentiment_classification,textblob_analysis,vader_analysis,logreg_analysis,svm_analysis,ensemble_predict
32,CNN,"Jif is releasing a limited-edition jar of GIF peanut butter that aims to ""settle the great debate"" over how to pronounce the looping image format https://t.co/AMysIx8haV",3/1/2020 2:00,jif release limited edition jar gif peanut butter aim settle great debate pronounce looping image format,0.0,1,1,0.0,0.0,0.0
33,CNN,"For many Democratic presidential candidates, today's South Carolina vote is their last chance to turn the tide | Analysis by @ForecasterEnten https://t.co/PcxeHScQa0",3/1/2020 1:40,many democratic presidential candidate today south carolina vote last chance turn tide analysis forecasterenten,0.0,1,1,0.0,0.0,0.0
34,CNN,"This man broke the world record for the longest time doing a plank at 8 hours, 15 minutes and 15 seconds.

He trained 4-5 hours a day in the plank pose. Each day, he also did 700 pushups, 2,000 situps, 500 leg squats and approximately 300 arm curls. https://t.co/zkGtBpqhcH https://t.co/fQYs7kOmyS",3/1/2020 1:30,man break world record long time plank hour minute second train hour day plank pose day also pushup situps leg squat approximately arm curl,0.0,-1,0,0.0,0.0,0.0
35,CNN,"A dog whose owner tested positive for the novel coronavirus has been placed in quarantine after it tested a ""weak positive"" for the illness, Hong Kong authorities said https://t.co/YLbxojRPaE",3/1/2020 1:20,dog whose owner test positive novel coronavirus place quarantine test weak positive illness hong kong authority say,-1.0,1,1,-1.0,-1.0,-1.0
36,CNN,"""Like all Presidents before him, his ability to govern (and in Trump's case, be reelected) will be judged by his performance during crisis in the next weeks and months,"" writes Joe Lockhart for CNN Opinion 
https://t.co/YfRhhAg9Jh",3/1/2020 1:10,like president ability govern trumps case reelect judge performance crisis next week month write joe lockhart cnn opinion,0.0,0,-1,0.0,0.0,0.0
37,CNN,"The US Food and Drug Administration is aware of ""spot shortages"" of medical devices due to the coronavirus epidemic. Of particular concern are personal protective equipment such as masks, respirators, gloves and surgical gowns. https://t.co/95NiobdrtB",3/1/2020 1:00,u food drug administration aware spot shortage medical device due coronavirus epidemic particular concern personal protective equipment mask respirator glove surgical gown,-1.0,1,-1,-1.0,-1.0,-1.0
38,CNN,"Joe Coulombe, founder of the Trader Joe's chain that transformed the way Americans shop for groceries, died at his home in Pasadena, California, on Friday. He was 89. https://t.co/RR1J6DNWmM",3/1/2020 0:53,joe coulombe founder trader joes chain transform way americans shop grocery die home pasadena california friday,0.0,0,-1,0.0,0.0,0.0
39,CNN,"""I really just wanted to save people."" 

https://t.co/owW1UOmb0A",3/1/2020 0:41,really want save people,1.0,1,1,0.0,0.0,0.0
40,CNN,"A mother in Louisiana wrote a painfully honest obituary for her only child after he was shot and killed, writing that she hoped her words would show young people that ""the streets offer nothing but heartache, pain, and ultimately death."" https://t.co/JoU6jXcxa4",3/1/2020 0:30,mother louisiana write painfully honest obituary child shoot kill writing hop word would show young people street offer nothing heartache pain ultimately death,-1.0,1,-1,-1.0,-1.0,-1.0
41,CNN,"The South Carolina Democratic primary is today. 

Here's everything you need to know about how to watch CNN's coverage https://t.co/9R4iv2mJ5r",3/1/2020 0:15,south carolina democratic primary today everything need know watch cnns coverage,0.0,1,0,0.0,0.0,0.0
42,CNN,A popular young Princess. A divorced war hero. And a forbidden love. Go inside the romance and scandal that nearly divided the royal family. #TheWindsorsCNN Sunday at 10 p.m. ET/PT https://t.co/eLuCUxUWZ8,3/1/2020 0:06,popular young princess divorced war hero forbidden love go inside romance scandal nearly divide royal family thewindsorscnn sunday pm et pt,0.0,1,1,0.0,0.0,0.0
43,CNN,President Trump is expected to use his speech today at the Conservative Political Action Conference to rally his base amid concerns about the growing coronavirus health crisis and fears about its effect on the economy. https://t.co/2OQKnXEK73,3/1/2020 0:00,president trump expect use speech today conservative political action conference rally base amid concern grow coronavirus health crisis fear effect economy,0.0,-1,-1,0.0,0.0,0.0
44,CNN,Hospitals and clinics are running drills to prepare for a possible coronavirus outbreak in the US. @NatashaChenCNN reports. https://t.co/zToBgo1sEG https://t.co/qHoNo549Te,2/29/2020 11:55,hospital clinic run drill prepare possible coronavirus outbreak u natashachencnn report,0.0,0,0,0.0,0.0,0.0
45,CNN,"Hong Kong is giving all adult permanent residents $1,200 https://t.co/1dPtwpcJqK",2/29/2020 11:44,hong kong give adult permanent resident,0.0,1,0,0.0,0.0,0.0
46,CNN,"France's equivalent of the Oscars was thrown into turmoil after top awards were given to director Roman Polanski, who fled sentencing in the US in the 1970s after pleading guilty to having sex with a 13-year-old https://t.co/nipC5CMjRL",2/29/2020 11:30,france equivalent oscar throw turmoil top award give director roman polanski flee sentence u plead guilty sex year old,-1.0,1,1,-1.0,-1.0,-1.0
47,CNN,"RT @CNNnewsroom: âThey played the Facebook platformÂ like a Stradivarius.â

@StevenLevy, author of a book on Facebook, discusses how the Truâ¦",2/29/2020 11:18,,0.0,0,0,0.0,0.0,0.0
48,CNN,"The FDA approved the first generic version of Daraprim, which is used to treat an infection caused by a parasite. 

The drug came to public attention in 2015 after Turing Pharmaceuticals increased its price from $13.50 to $750 per pill. https://t.co/9dH1DdN30N",2/29/2020 11:02,fda approve first generic version daraprim use treat infection cause parasite drug come public attention turing pharmaceutical increase price per pill,0.0,1,1,0.0,0.0,0.0
49,CNN,"âRight now, we've come to theÂ conclusion that this virus isÂ not going to be contained.Â So that means every country,Â every location really needs toÂ prepare,â infectious disease specialist Dr. Amesh Adalja tells @smerconish about coronavirus in the US. https://t.co/cj8pEPqI4z https://t.co/uARlYtwhEv",2/29/2020 11:00,right weve come conclusion virus go contain mean every country every location really need prepare infectious disease specialist dr amesh adalja tell smerconish coronavirus u,0.0,1,0,0.0,0.0,0.0
50,CNN,"Researchers have discovered a new type of lion, the size of a domestic cat, with powerful flesh-cutting teeth, which roamed the earth around 24 million years ago. https://t.co/2ICKqOS0qB",2/29/2020 10:46,researcher discover new type lion size domestic cat powerful flesh cutting teeth roam earth around million year ago,0.0,-1,1,0.0,0.0,0.0
51,CNN,"CNNâs @smerconish explores how coronavirus could affect the 2020 election. 

âAs coronavirus spreads, it places the President under a microscope while managing a crisis.â https://t.co/4F7ShTNZyE https://t.co/FuHoKHDV66",2/29/2020 10:21,cnn smerconish explore coronavirus could affect election coronavirus spread place president microscope manage crisis,0.0,0,-1,0.0,0.0,0.0
52,CNN,"As airplane seats continue to shrink, more and more people around the world find themselves unable to fit â or else subject to invasive comments, touches and other humiliations by both airline employees and their fellow passengers https://t.co/iGhdxyTbMC",2/29/2020 10:16,airplane seat continue shrink people around world find unable fit else subject invasive comment touch humiliation airline employee fellow passenger,-1.0,-1,-1,-1.0,-1.0,-1.0
53,CNN,"Despite repeated pleas from health officials not to purchase masks and respirators, Americans are snatching them up âprompting sellers to jack up prices and exploit demand. https://t.co/1djMnlqqfx https://t.co/oZ6p68I1HM",2/29/2020 10:02,despite repeat plea health official purchase mask respirator american snatch prompt seller jack price exploit demand,0.0,0,-1,0.0,0.0,0.0
54,CNN,"There are at least 4 coronavirus cases in the US that are not travel-related, officials say https://t.co/F21YkLBGCw",2/29/2020 9:44,least coronavirus case u travel related official say,-1.0,-1,0,-1.0,-1.0,-1.0
55,CNN,4 things to watch in South Carolina's Democratic primary https://t.co/yjntyJTOLj https://t.co/5Sk7swLIau,2/29/2020 9:44,thing watch south carolina democratic primary,0.0,1,0,0.0,0.0,0.0
56,CNN,BREAKING: US and Taliban sign historic agreement that sets into motion the drawdown of American troops from Afghanistan https://t.co/63MoX09XJb,2/29/2020 9:31,break u taliban sign historic agreement set motion drawdown american troop afghanistan,0.0,0,1,0.0,0.0,0.0
57,CNN,A nine-day heat wave scorched Antarctica's northern tip earlier this month. New NASA images reveal that nearly a quarter of an Antarctic island's snow cover melted in that time -- an increasingly common symptom of the climate crisis. https://t.co/6NOK6bbyYW,2/29/2020 9:01,nine day heat wave scorch antarcticas northern tip earlier month new nasa image reveal nearly quarter antarctic island snow cover melt time increasingly common symptom climate crisis,-1.0,-1,-1,-1.0,-1.0,-1.0
58,CNN,"A 46-year-old woman snorted 550 times the normal recreational dose of LSD and not only survived, but found the foot pain she suffered from for years was dramatically reduced, according to a case report published in Journal of Studies on Alcohol and Drugs https://t.co/4cR1BPCeRO",2/29/2020 8:46,year old woman snort time normal recreational dose lsd survive find foot pain suffer year dramatically reduce accord case report publish journal study alcohol drug,1.0,1,-1,1.0,1.0,1.0
59,CNN,A 13-year-old from New Jersey has embarked on the cutest mission ever. He sews tiny bow ties for cats and dogs to help them get adopted. https://t.co/WvPN8W96I2,2/29/2020 8:16,year old new jersey embark cut mission ever sew tiny bow tie cat dog help get adopt,1.0,1,1,1.0,1.0,1.0
60,CNN,Who will come out on top? 14 more states open their polls for the primary race on Tuesday. Join us for Super Tuesday live coverage starting at 4 p.m. ET on CNN https://t.co/NKcI7iz0Cu,2/29/2020 8:00,come top state open poll primary race tuesday join u super tuesday live coverage start pm et cnn,0.0,1,1,0.0,0.0,0.0
61,CNN,"Residents of this Swiss village are going to have to find new homes as authorities clean up a crumbling WWII ammunition depot filled with 3,500 tons of ammo and explosives. It could take a decade to remove the weapons stockpile, built inside a mountain. https://t.co/JLtz3KohDo",2/29/2020 7:51,resident swiss village go find new home authority clean crumbling wwii ammunition depot fill ton ammo explosives could take decade remove weapon stockpile build inside mountain,0.0,1,1,0.0,0.0,0.0
62,CNN,"Earth has captured a tiny object and pulled it into orbit. The asteroid, known as 2020 CD3, is only the second asteroid known to orbit Earth. And while it won't last, this asteroid acts as a temporary mini-moon whirling around our planet. https://t.co/SlQjQaSfrl",2/29/2020 7:46,earth capture tiny object pull orbit asteroid know cd second asteroid know orbit earth wont last asteroid act temporary mini moon whirl around planet,0.0,0,0,0.0,0.0,0.0
63,CNN,"A 10-year-old boy was accidentally shot by his babysitter when she was taking selfies while holding a gun, a Texas sheriff's office said https://t.co/q496tzIL6t",2/29/2020 7:16,year old boy accidentally shoot babysitter take selfies hold gun texas sheriff office say,-1.0,1,-1,-1.0,-1.0,-1.0
64,CNN,"A new study has found that drivers of flashy vehicles are less likely to stop and allow pedestrians to cross the road -- with the likelihood they'll slow down decreasing by 3% for every extra $1,000 that their vehicle is worth. https://t.co/DhHBpKTbLx",2/29/2020 7:01,new study find driver flashy vehicle less likely stop allow pedestrian cross road likelihood theyll slow decreasing every extra vehicle worth,1.0,-1,1,1.0,1.0,1.0
65,CNN,"""I covered the Great Recession in 2008 and 2009. That was a terrifying time â but this seems a lot scarier,"" writes CNN's @LaMonicaBuzz for @CNNBusiness Perspectives https://t.co/2FgeKiP97p",2/29/2020 6:51,cover great recession terrifying time seem lot scary write cnns lamonicabuzz cnnbusiness perspective,0.0,-1,-1,0.0,0.0,0.0
66,CNN,"Scientists have discovered for the first time that there are two distinct species of red panda, not just one -- and the find could have important ramifications for conservation efforts. https://t.co/7L7DVKXP5b",2/29/2020 6:46,scientist discover first time two distinct specie red panda one find could important ramification conservation effort,1.0,1,1,1.0,1.0,1.0
67,CNN,The UK Parliament has announced the discovery of a previously-hidden entrance that had been built for the coronation of King Charles II in 1661. https://t.co/4IhG8BPZeQ https://t.co/YJVUb3uVTs,2/29/2020 6:31,uk parliament announce discovery previously hide entrance build coronation king charles ii,0.0,-1,-1,0.0,0.0,0.0
68,CNN,"This 49-year-old animal lover spends his free time driving around California and spotting homeless people with animals. His goal is to treat the animals, for no cost at all. https://t.co/dj8yDUKoVk",2/29/2020 6:16,year old animal lover spend free time drive around california spot homeless people animal goal treat animal cost,1.0,1,1,1.0,1.0,1.0
69,CNN,"Lamonte McIntyre spent 23 years behind bars for a double murder he didn't commit.

On Monday, he was awarded $1.5 million to settle a lawsuit for his wrongful conviction. https://t.co/5qBpzqG1Vk",2/29/2020 6:08,lamonte mcintyre spent year behind bar double murder didnt commit monday award million settle lawsuit wrongful conviction,-1.0,-1,-1,1.0,1.0,1.0
70,CNN,"About 70-90% of all existing coral reefs are expected to disappear in the next 20 years due to warming oceans, acidic water and pollution, scientists say. https://t.co/xGTnb4pX8r",2/29/2020 6:01,exist coral reef expect disappear next year due warm ocean acidic water pollution scientist say,-1.0,1,0,-1.0,-1.0,-1.0
71,CNN,"The novel coronavirus has symptoms that include a runny nose, cough, sore throat, possibly a headache and maybe a fever, which can last for a couple of days https://t.co/ozQqsWzWzx https://t.co/NHH0IIApkc",2/29/2020 5:46,novel coronavirus symptom include runny nose cough sore throat possibly headache maybe fever last couple day,0.0,0,-1,0.0,0.0,0.0
72,CNN,"This Harry Potter-themed day spa is designed to have you feeling like you're at Hogwarts, with its magical touches from J.K. Rowling's books https://t.co/GV4R2YqWV5 https://t.co/AddUTA6Rcp",2/29/2020 5:31,harry potter theme day spa design feel like youre hogwarts magical touch jk rowlings book,0.0,1,1,0.0,0.0,0.0
73,CNN,The highest-ranking officer in the US Marine Corps has ordered Confederate-related paraphernalia to be removed from all Marine installations https://t.co/3ecFuTRsz1,2/29/2020 5:16,high ranking officer u marine corp order confederate relate paraphernalia remove marine installation,0.0,1,0,0.0,0.0,0.0
74,CNN,Scotland has moved to become the first nation to make tampons and pads free. https://t.co/qOHV9RFaFC,2/29/2020 5:01,scotland move become first nation make tampon pad free,0.0,1,1,0.0,0.0,0.0
75,CNN,Erika James was named as the new dean at the University of Pennsylvania's Wharton School of Business. She'll be the first woman and person of color to head the top business school in its 139-year history. https://t.co/DXFEENcep9,2/29/2020 4:46,erika james name new dean university pennsylvanias wharton school business shell first woman person color head top business school year history,0.0,1,1,0.0,0.0,0.0
76,CNN,A heat wave in Antarctica melted 20% of an island's snow in 9 days https://t.co/nL5ndLs4N7 https://t.co/sRuCvBiTnU,2/29/2020 4:31,heat wave antarctica melt island snow day,-1.0,0,0,-1.0,-1.0,-1.0
77,CNN,"In 2018, the CDC stopped funding epidemic prevention activities in 39 of 49 countries, including China, after the Trump administration refused to reallocate money to a program that began as part of the government's response to the Ebola outbreak in 2014 https://t.co/mE36CawDY8",2/29/2020 4:01,cdc stop fund epidemic prevention activity country include china trump administration refuse reallocate money program begin part government response ebola outbreak,-1.0,0,-1,-1.0,-1.0,-1.0
78,CNN,This reporter kept a sense of humor after he accidentally activated a filter generator on the phone he was using during a weather report. He didn't realize what was happening until he was off camera and saw comments from viewers. https://t.co/kOmria9oyq https://t.co/5l8kTl4Y8k,2/29/2020 3:31,reporter keep sense humor accidentally activate filter generator phone use weather report didnt realize happen camera saw comment viewer,0.0,0,-1,0.0,0.0,0.0
79,CNN,"Microsoft founder Bill Gates called the coronavirus a ""once-in-a-century pandemic"" and urged leaders to both ""solve the immediate problem and keep it from happening again"" in an op-ed for the New England Journal of Medicine https://t.co/wACxKS62vw",2/29/2020 3:01,microsoft founder bill gate call coronavirus century pandemic urge leader solve immediate problem keep happen op ed new england journal medicine,0.0,1,-1,0.0,0.0,0.0
80,CNN,"""I covered the Great Recession in 2008 and 2009. That was a terrifying time â but this seems a lot scarier,"" writes CNN's 
@LaMonicaBuzz for @CNNBusiness Perspectives https://t.co/GwBUCy4gqA",2/29/2020 2:46,cover great recession terrifying time seem lot scary write cnns lamonicabuzz cnnbusiness perspective,0.0,-1,-1,0.0,0.0,0.0
81,CNN,NASA has released video showing what Apollo 13 astronauts saw in orbit on the far side of the Moon. They were in darkness for eight minutes when they were between earthset and sunrise until the lunar terrain emerged. That's where the video starts. https://t.co/KTroZCW4OZ https://t.co/fewqq5kuXe,2/29/2020 2:31,nasa release video show apollo astronauts saw orbit far side moon darkness eight minute earthset sunrise lunar terrain emerge thats video start,0.0,1,-1,0.0,0.0,0.0
82,CNN,The fight over health care is escalating ahead of Saturday's South Carolina primary as an industry group opposed to Medicare for All steps up its spending amid recent polls that suggest those policies are growing in popularity with Democratic voters https://t.co/OH8pxBdyZ9,2/29/2020 2:16,fight health care escalate ahead saturday south carolina primary industry group oppose medicare step spending amid recent poll suggest policy grow popularity democratic voter,0.0,1,1,0.0,0.0,0.0
83,CNN,"The best protection against coronavirus is washing your hands -- but you have to do it properly:

ð¿  Wet your hands

ð¿  Lather, making sure to get soap in all the nooks and crannies 

ð¿  Scrub for *20 seconds*

ð¿  Rinse and *dry thoroughly*

https://t.co/tMswigE6oD",2/29/2020 2:01,best protection coronavirus wash hand properly wet hand lather make sure get soap nook cranny scrub second rinse dry thoroughly,1.0,1,1,1.0,1.0,1.0
84,CNN,"It was a terrible week for the US stock market. The three major stock indexes posted their worst weekly percentage drops since the financial crisis, as coronavirus fears mount. https://t.co/38I2hyY0df",2/29/2020 1:46,terrible week u stock market three major stock index post bad weekly percentage drop since financial crisis coronavirus fear mount,-1.0,-1,-1,-1.0,-1.0,-1.0
85,CNN,"K-pop group BTS took a ride with ""The Late Late Show"" host James Corden for some ""Carpool Karaoke."" https://t.co/kOKkuOMmrX https://t.co/s5Ez5uGHUe",2/29/2020 1:31,k pop group bts take ride late late show host james corden carpool karaoke,0.0,-1,0,0.0,0.0,0.0
86,CNN,"Bob Iger has stepped down as Disney's CEO. During his tenure:

âª Marvel Studios, Pixar, Lucasfilm and 21st Century Fox were acquired
âª Galaxy's Edge opened at Disneyland and Walt Disney World
âª Disney+ launched

https://t.co/Gld4kO1wxu https://t.co/L1BhhYQerb",2/29/2020 1:19,bob iger step disney ceo tenure marvel studio pixar lucasfilm st century fox acquire galaxy edge open disneyland walt disney world disney launch,0.0,0,1,0.0,0.0,0.0
87,CNN,The Federal Communications Commission wants America's biggest wireless carriers to pay tens of millions of dollars to resolve accusations the companies failed to protect the privacy of US cellphone users https://t.co/rKDCFSQhfn,2/29/2020 1:19,federal communication commission want americas big wireless carrier pay ten million dollar resolve accusation company fail protect privacy u cellphone user,0.0,-1,-1,0.0,0.0,0.0
88,CNN,"""Shark Tank"" judge Barbara Corcoran lost nearly $400,000 in an elaborate email scam that tricked her staff. https://t.co/nXodzyPlmT https://t.co/eovAqyxDR1",2/29/2020 1:16,shark tank judge barbara corcoran lose nearly elaborate email scam trick staff,-1.0,1,-1,-1.0,-1.0,-1.0
